	Movie_ID	Title	Year	Genre	Genre_Combined
1642	36490	Charlie Kay Chakkar Mein	2015	Crime/thriller	Crime/thriller
1643	36491	Yaara Silly Silly	2015	Romance	Romance
1644	36492	"Ranbanka
"	2015	Action	Action
1645	36493	Prem Ratan Dhan Payo	2015	Romance	Romance
1646	36494	X	2015	Anthology	Anthology
1647	36495	Angry Indian Goddesses	2015	Drama	Drama
1648	36496	Tamasha	2015	Romance	Romance
1649	36497	Hate Story 3	2015	Adult/thriller	Adult/thriller
1650	36498	Kajarya	2015	Drama	Drama
1651	36499	The Silent Heroes	2015	Adventure	Adventure
1652	36500	Bajirao Mastani	2015	Romance	Romance
1653	36501	Dilwale	2015	Action/romance	Action/romance
1654	36502	Monsoon Shootout	2016	Neo-noir	Neo-noir
1655	36503	Wazir	2016	Thriller	Thriller
1656	36504	Chalk n Duster	2016	Drama	Drama
1657	36505	Rebellious Flower	2016	Biopic	Biopic
1658	36506	Airlift	2016	War/Thriller	War/Thriller
1659	36507	Jugni	2016	Musical drama	Musical drama
1660	36508	Kyaa Kool Hain Hum 3	2016	Adult comedy	Adult comedy
1661	36509	Saala Khadoos	2016	Sports	Sports
1662	36510	Mastizaade	2016	Adult comedy	Adult comedy
1663	36512	Ghayal Once Again	2016	Action/drama	Action/drama
1664	36513	Fitoor	2016	Romance/drama	Romance/drama
1665	36514	Sanam Re	2016	Romance	Romance
1666	36515	Direct Ishq	2016	Drama	Drama
1667	36516	Ishq Forever	2016	Drama	Drama
1668	36517	LoveShhuda	2016	Romance	Romance
1669	36518	Neerja	2016	Biopic/drama	Biopic/drama
1670	36519	Dhara 302	2016	Actiom/drama	Actiom/drama
1671	36520	"Aligarh
"	2016	Biopic/drama	Biopic/drama
1672	36521	Bollywood Diaries	2016	Drama	Drama
1673	36522	Love Shagun	2016	Romance/comedy	Romance/comedy
1674	36523	Tere Bin Laden: Dead or Alive	2016	Comedy	Comedy
1675	36524	Zubaan	2016	Drama	Drama
1676	36525	Jai Gangaajal	2016	Drama/comedy	Drama/comedy
1677	36526	Global Baba	2016	Satire	Satire
1678	36527	Teraa Surroor	2016	Action/thriller/romance	Action/thriller/romance
1679	36528	OK Mein Dhokhe	2016	Drama/thriller	Drama/thriller
1680	36529	Kapoor & Sons	2016	Drama/comedy	Drama/comedy
1681	36530	Rocky Handsome	2016	Action	Action
1682	36560	Ki & Ka	2016	Romantic comedy	Romantic comedy
1683	36561	Love Games	2016	Thriller	Thriller
1684	36562	The Blueberry Hunt	2016	Thriller	Thriller
1685	36563	Kaafiron Ki Namaaz	2016	Drama	Drama
1686	36564	Fan	2016	Action/drama/thriller	Action/drama/thriller
1687	36565	Nil Battey Sannata	2016	Comedy/drama	Comedy/drama
1688	36566	Laal Rang	2016	Action	Action
1689	36567	Santa Banta Pvt Ltd	2016	Comedy	Comedy
1690	36569	Shortcut Safari	2016	Adventure, drama	Adventure drama
1691	36570	One Night Stand	2016	Thriller	Thriller
1692	36571	Traffic	2016	Thriller	Thriller
1693	36572	1920 London	2016	Horror	Horror
1694	36573	Murari the Mad Gentleman	2016	Comedy	Comedy
1695	36574	Azhar	2016	Biopic	Biopic
1696	36575	Buddha in a Traffic Jam	2016	Political drama	Political drama
1697	36576	Khel Toh Ab Shuru Hoga	2016	Comedy	Comedy
1698	36577	Dear Dad	2016	Drama	Drama
1699	36578	Kaptaan	2016	Comedy	Comedy
1700	36579	Sarbjit	2016	Biopic	Biopic
1701	36580	Phobia	2016	Thriller/horror	Thriller/horror
1702	36581	Veerappan	2016	Action/biopic	Action/biopic
1703	36582	Fredrick	2016	Action	Action
1704	36583	Waiting	2016	Drama	Drama
1705	36584	Housefull 3	2016	Comedy	Comedy
1706	36585	Do Lafzon Ki Kahani	2016	Romantic	Romantic
1707	36586	Dhanak	2016	Drama	Drama
1708	36587	Te3n	2016	Thriller	Thriller
1709	36588	Udta Punjab	2016	Crime	Crime
1710	36589	Luv U Alia	2016	Romance	Romance
1711	36590	Raman Raghav 2.0	2016	Crime/thriller	Crime/thriller
1712	36591	Junooniyat	2016	Romance	Romance
1713	36592	7 Hours To Go	2016	Crime/thriller	Crime/thriller
1714	36593	A Scandall	2016	Adult	Adult
1715	36594	Rough Book	2016	Drama	Drama
1716	36595	Shorgul	2016	Political drama	Political drama
1717	36596	Dil Toh Deewana Hai	2016	Comedy/romance	Comedy/romance
1718	36597	Sultan	2016	Sports/drama	Sports/drama
1719	36598	Brahman Naman	2016	Comedy	Comedy
1720	36599	Great Grand Masti	2016	Sex comedy/horror	Sex comedy/horror
1721	36600	Madaari	2016	Drama	Drama
1722	36601	Ishq Click	2016	Romance/drama	Romance/drama
1723	36602	M Cream	2016	Road movie	Road movie
1724	36603	Dishoom	2016	Action	Action
1725	36604	Love Ke Funday	2016	Comedy	Comedy
1726	36605	The Legend of Michael Mishra	2016	Romance/drama	Romance/drama
1727	36606	Fever	2016	Thriller	Thriller
1728	36607	Hai Apna Dil Toh Awara	2016	Comedy/Romance	Comedy/Romance
1729	36608	Mohenjo Daro	2016	Period drama	Period drama
1730	36609	Rustom	2016	Romance/thriller	Romance/thriller
1731	36610	Happy Bhaag Jayegi	2016	Comedy	Comedy
1732	36611	Waarrior Savitri	2016	Action	Action
1733	36612	A Flying Jatt	2016	Superhero/Action/comedy	Superhero/Action/comedy
1734	36613	Akira	2016	Action/drama	Action/drama
1735	36614	Yea Toh Two Much Ho Gayaa	2016	Action/drama	Action/drama
1736	36615	Island City	2016	Drama	Drama
1737	36616	Baar Baar Dekho	2016	Drama/Romance	Drama/Romance
1738	36617	Freaky Ali	2016	Comedy/sports	Comedy/sports
1739	36618	Ek Kahani Julie Ki	2016	Thriller	Thriller
1740	36619	Raaz Reboot	2016	Horror	Horror
1741	36620	Pink	2016	Drama	Drama
1742	36621	Parched	2016	Drama	Drama
1743	36622	Banjo	2016	Comedy/drama	Comedy/drama
1744	36623	Days of Tafree	2016	Comedy	Comedy
1745	36625	M.S. Dhoni: The Untold Story	2016	Biopic/sports	Biopic/sports
1746	36626	Mirzya	2016	Drama/romance	Drama/romance
1747	36627	"MSG: The Warrior Lion Heart
"	2016	Adventure	Adventure
1748	36628	Tutak Tutak Tutiya	2016	Supernatural comedy	Supernatural comedy
1749	36629	Anna 	2016	Biographical	Biographical
1750	36630	Motu Patlu: King Of Kings	2016	Animation/comedy/adventure	Animation/comedy/adventure
1751	36631	Beiimaan Love	2016	Thriller	Thriller
1752	36632	Saat Uchakkey	2016	Comedy	Comedy
1753	36633	Fuddu	2016	Drama	Drama
1754	36634	Aakhir Kab Tak	2016	Social drama	Social drama
1755	36635	[LOVE DAY pyaar Ka din]	2016	Comedy thriller	Comedy thriller
1756	36636	Umrika	2016	Drama	Drama
1757	36637	31st October	2016	Drama/thriller	Drama/thriller
1758	36638	Shivaay	2016	Drama/action	Drama/action
1759	36639	Ae Dil Hai Mushkil	2016	Drama	Drama
1760	36640	Chaar Sahibzaade: Rise of Banda Singh Bahadur	2016	Animation	Animation
1761	36641	Dongari Ka Raja	2016	Action/thriller	Action/thriller
1762	36642	Ishq Junoon	2016	Romantic/erotic	Romantic/erotic
1763	36643	Rock On 2	2016	Drama	Drama
1764	36644	Tum Bin 2	2016	Romance	Romance
1765	36645	Force 2	2016	Action	Action
1766	36646	"Dear Zindagi
"	2016	Drama	Drama
1767	36647	Saansein	2016	Romantic/horror	Romantic/horror
1768	36648	"Moh Maya Money
"	2016	Crime drama	Crime drama
1769	36649	Kahaani 2	2016	Thriller	Thriller
1770	36650	Befikre	2016	Romance	Romance
1771	36651	Wajah Tum Ho	2016	Romance/drama	Romance/drama
1772	36652	Dangal	2016	Biopic	Biopic
1773	36653	Haraamkhor	2017	Comedy/Crime	Comedy/Crime
1774	36654	Ok Jaanu	2017	Romance/Drama	Romance/Drama
1775	36655	Coffee with D	2017	Comedy/crime	Comedy/crime
1776	36656	Kaabil	2017	Action/thriller	Action/thriller
1777	36657	Raees	2017	Crime/action	Crime/action
1778	36658	Hind Ka Napak Ko Jawab: MSG Lion Heart 2	2017	Action/drama	Action/drama
1779	36659	Jolly LLB 2	2017	Drama	Drama
1780	36660	U, Me Aur Ghar	2017	Romance/Drama	Romance/Drama
1781	36661	Runningshaadi.com	2017	Comedy	Comedy
1782	36662	The Ghazi Attack	2017	Action	Action
1783	36663	Irada	2017	Thriller/drama	Thriller/drama
1784	36664	Chauhar	2017	Romance	Romance
1785	36665	Rangoon	2017	War/drama	War/drama
1786	36666	Wedding Anniversary	2017	Romance/thriller	Romance/thriller
1787	36667	Mona Darling	2017	Thriller	Thriller
1788	36668	Commando 2	2017	Action	Action
1789	36669	Jeena Isi Ka Naam Hai	2017	Romance/drama	Romance/drama
1790	36670	Badrinath Ki Dulhania	2017	Romance/comedy	Romance/comedy
1791	36671	Aa Gaya Hero	2017	Action/comedy	Action/comedy
1792	36672	Trapped	2017	Drama/Thriller	Drama/Thriller
1793	36673	Mantra	2017	Drama/Family	Drama/Family
1794	36674	Machine	2017	Romance/thriller	Romance/thriller
1795	36675	Phillauri	2017	Romance/comedy	Romance/comedy
1796	36676	Bhanwarey	2017	Comedy	Comedy
1797	36677	Anaarkali	2017	Drama	Drama
1798	36678	Naam Shabana	2017	Action/thriller	Action/thriller
1799	36679	Poorna: Courage Has No Limit	2017	Adventure	Adventure
1800	36680	Laali Ki Shaadi Mein Laaddoo Deewana	2017	Romance/drama	Romance/drama
1801	36681	Mirza Juuliet	2017	Romance/action	Romance/action
1802	36682	Mukti Bhawan	2017	Drama	Drama
1803	36684	Begum Jaan	2017	Period drama	Period drama
1804	36685	Romeo-N-Bullet	2017	Romance	Romance
1805	36686	Noor	2017	Comedy/drama	Comedy/drama
1806	36687	Ek Thi Rani Aisi Bhi	2017	Biopic	Biopic
1807	36688	Maatr	2017	Thriller/drama	Thriller/drama
1808	36689	Ajab Singh Ki Gajab Kahani	2017	Thriller/drama	Thriller/drama
1809	36690	Mantostaan	2017	Anthology/drama	Anthology/drama
1810	36691	Meri Pyaari Bindu	2017	Romance	Romance
1811	36692	Sarkar 3	2017	Political crime thriller	Political crime thriller
1812	36693	Half Girlfriend	2017	Romance/drama	Romance/drama
1813	36694	Jattu Engineer	2017	Comedy	Comedy
1814	36695	Hindi Medium	2017	Comedy/drama	Comedy/drama
1815	36696	Chakallaspur	2017	Romance/drama	Romance/drama
1816	36697	Sachin: A Billion Dreams	2017	Biopic	Biopic
1817	36698	Thodi Thodi Si Manmaaniyan	2017	Romance/drama	Romance/drama
1818	36699	A Death in the Gunj	2017	Crime/drama	Crime/drama
1819	36700	Hanuman: Da' Damdaar	2017	Animation	Animation
1820	36701	Sweetiee Weds NRI	2017	Romance/comedy	Romance/comedy
1821	36702	Dobaara: See Your Evil	2017	Horror	Horror
1822	36703	Flat 211	2017	Suspense/Mystery	Suspense/Mystery
1823	36704	Dear Maya	2017	Thriller/drama	Thriller/drama
1824	36705	Raabta	2017	Romance/thriller	Romance/thriller
1825	36706	Behen Hogi Teri	2017	Romance/comedy	Romance/comedy
1826	36708	Love You Family	2017	Drama	Drama
1827	36709	G Kutta Se	2017	Drama	Drama
1828	36710	Bank Chor	2017	Comedy/Thriller	Comedy/Thriller
1829	36711	Tubelight	2017	Action/drama	Action/drama
1830	36712	Ek Haseena Thi Ek Deewana Tha	2017	Romance	Romance
1831	36713	Mom	2017	Thriller/drama	Thriller/drama
1832	36714	Guest Iin London	2017	Comedy	Comedy
1833	36715	Jagga Jasoos	2017	Comedy/romance	Comedy/romance
1834	36716	Shab	2017	Drama	Drama
1835	36717	Lipstick Under My Burkha	2017	Sex/drama	Sex/drama
1836	36718	Munna Michael	2017	Action/romance	Action/romance
1837	36719	Raag Desh : Birth Of A Nation	2017	Period drama/action	Period drama/action
1838	36720	Indu Sarkar	2017	Drama	Drama
1839	36721	Mubarakan	2017	Comedy/romance	Comedy/romance
1840	36722	Gurgaon	2017	Neo-noir	Neo-noir
1841	36723	Jab Harry Met Sejal	2017	Romance	Romance
1842	36724	Toilet: Ek Prem Katha	2017	Comedy/drama	Comedy/drama
1843	36725	Partition: 1947	2017	Drama	Drama
1844	36726	Bareilly Ki Barfi	2017	Comedy/romance	Comedy/romance
1845	36727	A Gentleman	2017	Action/romance	Action/romance
1846	36728	Babumoshai Bandookbaaz	2017	Action	Action
1847	36729	Yadvi  The Dignified Princess	2017	Drama	Drama
1848	36730	Qaidi Band	2017	Musical/drama	Musical/drama
1849	36731	"Baadshaho
"	2017	Action/crime Thriller	Action/crime Thriller
1850	36732	Shubh Mangal Savdhan	2017	Drama/Comedy	Drama/Comedy
1851	36733	Poster Boys	2017	Comedy	Comedy
1852	36734	Daddy	2017	Crime/drama	Crime/drama
1853	36735	Simran	2017	Drama	Drama
1854	36736	Lucknow Central	2017	Drama	Drama
1855	36737	Patel Ki Punjabi Shaadi	2017	Comedy/drama	Comedy/drama
1856	36738	Newton	2017	Dark comedy	Dark comedy
1857	36739	Bhoomi	2017	Action/drama	Action/drama
1858	36740	The Final Exit	2017	Horror	Horror
1859	36741	JD	2017	Drama/thriller	Drama/thriller
1860	36742	Haseena Parkar	2017	Biographic	Biographic
1861	36743	Judwaa 2	2017	Action/comedy	Action/comedy
1862	36744	Tu Hai Mera Sunday	2017	Romantic comedy	Romantic comedy
1863	36745	Chef	2017	Comedy	Comedy
1864	36746	Babuji Ek Ticket Bambai	2017	Social drama	Social drama
1865	36747	Main Terrorist Nahi Hoon	2017	Action	Action
1866	36748	Ranchi Diaries	2017	Drama/thriller	Drama/thriller
1867	36749	Secret Superstar	2017	Musical drama	Musical drama
1868	36750	Golmaal Again	2017	Comedy	Comedy
1869	36751	Jia aur Jia	2017	Road film	Road film
1870	36752	Rukh	2017	Drama	Drama
1871	36754	The House Next Door	2017	Horror	Horror
1872	36755	Ribbon	2017	Drama	Drama
1873	36756	Shaadi Mein Zaroor Aana	2017	Romance/drama	Romance/drama
1874	36757	Qarib Qarib Singlle	2017	Romance/comedy	Romance/comedy
1875	36758	The Window	2017	Suspense thriller	Suspense thriller
1876	36759	"Aksar 2
"	2017	Thriller	Thriller
1877	36760	Panchlait	2017	Romantic comedy	Romantic comedy
1878	36761	Tumhari Sulu	2017	Social/Comedy	Social/Comedy
1879	36762	Dil Jo Na Keh Saka	2017	Romantic drama	Romantic drama
1880	36763	Julie 2	2017	Erotic thriller	Erotic thriller
1881	36764	Ajji	2017	Drama	Drama
1882	36765	Kadvi Hawa	2017	Drama/disaster	Drama/disaster
1883	36766	Saankal	2017	Drama	Drama
1884	36767	Tera Intezaar	2017	Romantic thriller	Romantic thriller
1885	36768	Firangi	2017	Comedy	Comedy
1886	36769	Fukrey Returns	2017	Comedy	Comedy
1887	36770	Game Over	2017	Suspense/thriller	Suspense/thriller
1888	36771	Sallu ki Shaadi	2017	Comedy drama	Comedy drama
1889	36773	Tiger Zinda Hai	2017	Action/drama	Action/drama
1890	36774	1921	2018	Horror	Horror
1891	36775	Kaalakaandi	2018	Dark comedy	Dark comedy
1892	36776	Mukkabaaz	2018	Drama	Drama
1893	36777	My Birthday Song	2018	Psychological,Thriller	Psychological,Thriller
1894	36778	Vodka Diaries	2018	Suspense,Thriller	Suspense,Thriller
1895	36779	Nirdosh	2018	Thriller	Thriller
1896	36780	Union Leader	2018	Drama	Drama
1897	36781	Padmaavat	2018	drama	drama
1898	36782	Pad Man	2018	Comedy,Drama	Comedy,Drama
1899	36783	Love Per Square Foot	2018	Romantic,Comedy	Romantic,Comedy
1900	36784	Aiyaary	2018	Drama	Drama
1901	36785	Kuchh Bheege Alfaaz	2018	Romance	Romance
1902	36786	Jaane Kyun De Yaaron	2018	Drama	Drama
1903	36787	Sonu Ke Titu Ki Sweety	2018	Drama	Drama
1904	36788	Welcome To New York	2018	Comedy	Comedy
1905	36789	Pari	2018	Thriller	Thriller
1906	36790	Veerey Ki Wedding	2018	Drama	Drama
1907	36791	Billu Ustaad	2018	Drama	Drama
1908	36792	Hate Story 4	2018	thriller	thriller
1909	36793	Dil Juunglee	2018	Romantic/ Comedy	Romantic/ Comedy
1910	36794	3 Storeys	2018	Thriller	Thriller
1911	36795	Note Pe Chot at 8/11	2018	Satire/ Comedy	Satire/ Comedy
1912	36796	Raid	2018	Action, thriller	Action thriller
1913	36797	Raja Abroadiya	2018	Comedy	Comedy
1914	36798	Hichki	2018	Drama	Drama
1915	36799	Pareshaan Parinda	2018	Thriller	Thriller
1916	36800	Baa Baaa Black Sheep	2018	Comedy	Comedy
1917	36801	Shaadi Teri Bajayenge Hum Band	2018	Comedy	Comedy
1918	36802	Baaghi 2	2018	Action/Romance	Action/Romance
1919	36803	Missing	2018	Psychological,Thriller	Psychological,Thriller
1920	36804	Mercury	2018	Thriller	Thriller
1921	36805	Zoo	2018	Drama	Drama
1922	36806	Beyond the Clouds	2018	Drama	Drama
1923	36807	Nanu Ki Jaanu	2018	Comedy	Comedy
1924	36808	Daas Dev	2018	Romantic,thriller	Romantic,thriller
1925	36809	Ishq Tera	2018	Thriller	Thriller
1926	36810	Our Heroes	2018	Action	Action
1927	36811	102 Not Out	2018	Comedy	Comedy
1928	36812	Omerta	2018	Crime,Drama	Crime,Drama
1929	36813	Raazi	2018	Thriller	Thriller
1930	36814	The Past	2018	Horror,Thriller	Horror,Thriller
1931	36815	Hope Aur Hum	2018	Drama	Drama
1932	36816	Falooda	2018	Comedy	Comedy
1933	36817	Bhootwali Love Story	2018	Horror,Comedy	Horror,Comedy
1934	36818	High Jack	2018	Comedy	Comedy
1935	36819	Khajoor Pe Atke	2018	Comedy	Comedy
1936	36820	Parmanu: The Story Of Pokhran	2018	Action/drama	Action/drama
1937	36821	One Night Out	2018	Suspense,thriller	Suspense,thriller
1938	36822	Bioscopewala	2018	Drama	Drama
1939	36823	Veere Di Wedding	2018	Romantic,comedy	Romantic,comedy
1940	36824	Bhavesh Joshi Superhero	2018	Action	Action
1941	36825	Phamous	2018	Drama/Action	Drama/Action
1942	36826	Race 3	2018	Thriller	Thriller
1943	36827	Sanju	2018	Biopic	Biopic
1944	36828	Soorma	2018	Biopic	Biopic
1945	36829	When Obama Loved Osama	2018	Comedy	Comedy
1946	36830	Dhadak	2018	Drama	Drama
1947	36831	Ekta	2018	Horror/Thriller	Horror/Thriller
1948	36832	Saheb, Biwi Aur Gangster 3	2018	Drama	Drama
1949	36833	Nawabzaade	2018	Romantic,Comedy	Romantic,Comedy
1950	36834	Fanney Khan	2018	Musical,comedy	Musical,comedy
1951	36835	Mulk	2018	Drama	Drama
1952	36836	Brij Mohan Amar Rahe!	2018	Crime,Comedy	Crime,Comedy
1953	36837	Laxmi and Tikli Bomb	2018	Drama	Drama
1954	36838	Karwaan	2018	Comedy	Comedy
1955	36839	Gold	2018	Sports/Drama	Sports/Drama
1956	36840	Satyameva Jayate	2018	Action/Thriller	Action/Thriller
1957	36841	Happy Phirr Bhag Jayegi	2018	Comedy	Comedy
1958	36842	Genius	2018	Biography, Drama	Biography Drama
1959	36843	Yamla Pagla Deewana: Phir Se	2018	Comedy	Comedy
1960	36844	Stree	2018	Horror,Comedy	Horror,Comedy
1961	36845	Paltan	2018	Action/War	Action/War
1962	36846	Laila Majnu	2018	Drama/Romance	Drama/Romance
1963	36847	Gali Guleiyan	2018	Psychological,drama	Psychological,drama
1964	36848	Halkaa	2018	Drama	Drama
1965	36849	Manmarziyaan	2018	Romantic/Drama	Romantic/Drama
1966	36850	Love Sonia	2018	Drama	Drama
1967	36851	Turning Point	2018	Action/Drama/Musical	Action/Drama/Musical
1968	36852	Bajra vs Burger	2018	Comedy	Comedy
1969	36853	Kathor	2018	Drama	Drama
1970	36854	22 Days	2018	Drama	Drama
1971	36855	Mitron	2018	Comedy	Comedy
1972	36856	Batti Gul Meter Chalu	2018	Romance, Social,Drama	Romance Social,Drama
1973	36857	Manto	2018	Biographical	Biographical
1974	36858	Ishqeria	2018	Romance	Romance
1975	36859	Sui Dhaaga	2018	Romance, Social,Drama	Romance Social,Drama
1976	36860	Pataakha	2018	Drama	Drama
1977	36861	Loveyatri	2018	Romantic	Romantic
1978	36862	Andhadhun	2018	thriller	thriller
1979	36863	Jalebi	2018	Romance	Romance
1980	36864	Helicopter Eela	2018	Drama	Drama
1981	36865	Maal road dilli	2018	Drama	Drama
1982	36866	FryDay	2018	Comedy	Comedy
1983	36867	Tumbbad	2018	Suspense,Thriller	Suspense,Thriller
1984	36868	Namaste England	2018	romance,comedy	romance,comedy
1985	36869	Badhaai Ho	2018	romance,comedy	romance,comedy
1986	36870	Baazaar	2018	Crime	Crime
1987	36871	5 Weddings	2018	Comedy, Romance, Drama	Comedy Romance Drama
1988	36872	Kaashi in Search of Ganga	2018	Suspense thriller	Suspense thriller
1989	36873	Dassehra	2018	Action,Thriller	Action,Thriller
1990	36874	The Journey of Karma	2018	thriller	thriller
1991	36875	Lupt	2018	Horror	Horror
1992	36876	Jack and Dil	2018	Comedy	Comedy
1993	36877	Mausam Ikrar Ke Do Pal Pyaar Ke	2018	Romance,Family,Drama	Romance,Family,Drama
1994	36878	Thugs of Hindostan	2018	action/adventure	action/adventure
1995	36879	Mohalla Assi	2018	Drama	Drama
1996	36880	Pihu	2018	Thriller	Thriller
1997	36881	Hotel Milan	2018	Comedy	Comedy
1998	36882	Bhaiaji Superhit	2018	Action/Comedy	Action/Comedy
1999	36883	Rajma Chawal	2018	Drama	Drama
2000	36884	Kedarnath	2018	Drama	Drama
2001	36885	PK Lele A Salesman	2018	Adult-comedy	Adult-comedy
2002	36886	Zero	2018	Comedy/drama	Comedy/drama
2003	36887	Simmba	2018	Action Comedy	Action Comedy
2004	36888	Uri: The Surgical Strike	2019	Action	Action
2005	36889	Battalion 609	2019	Action	Action
2006	36890	The Accidental Prime Minister	2019	Biopic	Biopic
2007	36891	Why Cheat India	2019	Drama	Drama
2008	36892	Fraud Saiyaan	2019	Comedy	Comedy
2009	36893	Soni	2019	Crime, Drama	Crime Drama
2010	36894	72 Hours: Martyr Who Never Died	2019	Biography,Drama	Biography,Drama
2011	36895	Bombairiya	2019	comedy	comedy
2012	36896	Rangeela Raja	2019	Comedy	Comedy
2013	36897	The Lift Boy	2019	Drama/ Coming of Age	Drama/ Coming of Age
2014	36898	Thackeray	2019	Biographical	Biographical
2015	36899	Manikarnika: The Queen of Jhansi	2019	Biographical	Biographical
2016	36900	Ek Ladki Ko Dekha Toh Aisa Laga	2019	Romance	Romance
2017	36901	The Fakir of Venice	2019	Drama	Drama
2018	36902	Gully Boy	2019	Biopic	Biopic
2019	36903	Hum Chaar	2019	Drama	Drama
2020	36904	Total Dhamaal	2019	Comedy	Comedy
2021	36905	Luka Chuppi	2019	Romance, comedy	Romance comedy
2022	36906	Sonchiriya	2019	Crime,Drama	Crime,Drama
2023	36907	Badla	2019	Drama /Thriller	Drama /Thriller
2024	36908	Hamid	2019	Drama	Drama
2025	36909	Photograph	2019	Drama	Drama
2026	36910	Milan Talkies	2019	Drama	Drama
2027	36911	Mere Pyare Prime Minister	2019	Social ,Drama	Social ,Drama
2028	36912	Kesari	2019	Drama/historical	Drama/historical
2029	36913	Mard Ko Dard Nahi Hota	2019	Action Comedy	Action Comedy
2030	36914	Notebook	2019	Drama	Drama
2031	36915	Junglee	2019	Action	Action
2032	36916	Romeo Akbar Walter	2019	Action, thriller	Action thriller
2033	36917	Albert Pinto Ko Gussa Kyun Aata Hai?	2019	Thriller	Thriller
2034	36918	The Tashkent Files	2019	Thriller	Thriller
2035	36919	Kalank	2019	Period drama / thriller	Period drama / thriller
2036	36920	Blank	2019	Action Thriller	Action Thriller
2037	36921	Setters	2019	Thriller	Thriller
2038	36922	Student of the Year 2	2019	Romantic comedy	Romantic comedy
2039	36923	De De Pyaar De	2019	Romantic comedy	Romantic comedy
2040	36924	India's Most Wanted	2019	Thriller	Thriller
2041	36925	PM Narendra Modi	2019	Biopic	Biopic
2042	36926	Bharat	2019	Drama	Drama
2043	36927	Khamoshi	2019	Horror	Horror
2044	36928	Kabir Singh	2019	Drama	Drama
2045	36929	Article 15	2019	Drama/ Thriller	Drama/ Thriller
2046	36930	Malaal	2019	Romance	Romance
2047	36931	One Day: Justice Delivered	2019	Action ,Thriller	Action ,Thriller
2048	36932	Hume Tumse Pyaar Kitna	2019	Romance, thriller	Romance thriller
2049	36933	Super 30	2019	Biopic	Biopic
2050	36934	Family of Thakurganj	2019	Family, Drama	Family Drama
2051	36935	Jhootha Kahin Ka	2019	Comedy	Comedy
2052	36936	Judgementall Hai Kya	2019	Thriller, Comedy	Thriller Comedy
2053	36937	Arjun Patiala	2019	Romance, Comedy	Romance Comedy
2054	36938	Khandaani Shafakhana	2019	Comedy	Comedy
2055	36939	Jabariya Jodi	2019	Romance, Comedy	Romance Comedy
2056	36940	Chicken Curry Law	2019	Drama	Drama
2057	36941	Pranaam	2019	Action	Action
2058	36942	Batla House	2019	Action	Action
2059	36943	Mission Mangal	2019	Drama	Drama
2060	36944	Saaho	2019	Action	Action
2061	36945	Chhichhore	2019	Comedy,Drama	Comedy,Drama
2062	36946	Dream Girl	2019	Comedy	Comedy
2063	36947	Section 375	2019	crime, thriller	crime thriller
2064	36948	The Zoya Factor	2019	Drama	Drama
2065	36949	Pal Pal Dil Ke Paas	2019	Drama/Romance	Drama/Romance
2066	36950	Prassthanam	2019	Drama	Drama
2067	36951	Jhalki	2019	Drama	Drama
2068	36952	War	2019	Action, Thriller	Action Thriller
2069	36953	The Sky Is Pink	2019	Biopic	Biopic
2070	36954	Lootcase	2019	Comedy, Drama	Comedy Drama
2071	36955	P Se Pyaar F Se Faraar	2019	Drama	Drama
2072	36956	Laal Kaptaan	2019	Action	Action
2073	36957	Yaaram	2019	Romance,drama	Romance,drama
2074	36958	Housefull 4	2019	Comedy	Comedy
2075	36959	Saand Ki Aankh	2019	Biopic	Biopic
2076	36960	Made In China	2019	Comedy	Comedy
2077	36961	Bypass Road	2019	Horror Thriller	Horror Thriller
2078	36962	Marjaavaan	2019	Action/Romance	Action/Romance
2079	36963	Shikara - A Love Letter from Kashmir	2019	Historical/Romance	Historical/Romance
2080	36964	Bala	2019	Black Comedy	Black Comedy
2081	36965	Pagalpanti	2019	Comedy	Comedy
2082	36966	Dil Bechara	2019	Romance,drama	Romance,drama
2083	36967	Jawaani Jaaneman	2019	Romance,drama	Romance,drama
2084	36968	Panipat	2019	Action/battle	Action/battle
2085	36969	Pati, Patni Aur Woh	2019	Comedy	Comedy
2086	36970	Mardaani 2	2019	Crime,Thriller	Crime,Thriller
2087	36971	Dabangg 3	2019	Action	Action
2088	36972	Good News	2019	Comedy	Comedy
